NumFloors,YearBuilt,YearAlter1,YearAlter2
5.5,1900,1986,0
4,1929,0,0
5,1910,0,0
5,1901,0,0
5,1925,1985,0
5,1900,1950,2004
5,1910,0,0
4,1900,1969,0
4,1900,1983,0
4,1900,1985,2005
4,1900,2005,0
4,1920,0,0
4,1900,1976,0
4,1910,1984,0
5,1900,1984,0
4,1900,1986,1996
4,1900,1982,0
4,1920,1984,0
4,1900,1976,0
4,1900,0,0
4,1900,1985,1996
4,1920,1979,0
4,1900,1985,0
4,1920,1985,0
4,1920,1977,0
4,1900,1981,0
4,1900,1987,0
4,1920,1980,1995
4,1920,1987,2006
4,1900,1981,0
4,1920,1979,0
4.75,1899,0,0
4,1901,0,0
4,1900,2004,0
5,1900,0,0
4,1900,0,0
4,1920,0,0
9,1924,0,0
4,1900,0,0
4,1900,1943,0
4,1900,0,0
4,1900,1986,0
5,1910,1985,0
4,1920,1975,0
4,1900,1955,2006
4,1901,0,0
5,1910,1986,0
5,1900,0,0
5,1900,0,0
5,1900,0,0
5,1900,0,0
5,1900,0,0
5,1900,0,0
16,1930,1980,0
10,1920,0,0
4,1901,0,0
4,1900,0,0
5,1900,0,0
5,1910,0,0
5,1920,0,0
15,1925,1986,0
12,1912,0,0
5,1900,1984,0
5,1910,0,0
5,1920,2005,2005
5,1910,0,0
5,1900,0,0
5,1901,0,0
5,1900,0,0
5,1916,1988,1994
5,1920,2007,0
5,1901,0,0
16,1926,1988,0
16,1926,1982,0
21,1965,1989,2006
9,1925,1987,0
5,1910,1988,0
5,1900,0,0
5,1900,1984,0
5,1900,1988,0
3.5,1901,0,0
3.5,1901,2012,0
3,1901,0,0
3,1901,0,0
3,1910,0,0
3,1900,1986,2014
3,1901,2007,0
3,1901,0,0
16,1927,0,0
8,1905,0,0
12,1910,1987,0
12,1910,1988,0
9,1907,0,0
5,1900,0,0
1,1974,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13,1905,1989,0
15,1923,2007,2007
12,1914,1986,0
5,1900,2005,1986
16,1927,1980,0
16,1930,1979,0
12,1908,1973,0
20,1929,1989,2012
4,1901,0,0
4,1926,1978,0
9,1926,1987,0
4,1900,1988,0
4,1900,1986,0
4,1900,1970,0
4,1900,1969,0
5,1899,2006,0
4,1900,1985,0
4,1900,1971,0
4,1900,1978,0
4,1892,1974,1984
4,1900,0,0
5,1900,1988,0
5,1900,1988,0
5,1910,1988,0
4,1900,1961,0
5,1900,1972,0
5,1900,0,0
5,1900,0,0
11,1988,1987,0
5,1900,1986,0
4,1900,0,0
4,1900,0,0
4,1900,1985,0
4,1910,0,0
9,1916,1986,0
9,1912,0,0
4,1900,1962,0
4,1900,1986,0
4,1900,1973,0
4,1900,1994,0
4,1900,2005,2005
4,1900,1976,0
4,1900,1976,1989
5,1900,1959,0
4,1900,1988,0
4,1890,1980,0
16,1926,1988,0
6,1910,1948,0
3,1900,1971,0
3,1901,0,0
3,1901,1998,0
3,1901,0,0
4,1900,1981,0
4,1919,1981,0
4,1900,1982,0
4,1900,1987,0
4,1900,1986,0
4,1900,1970,0
4,1880,2006,2006
4,1901,1914,0
4,1900,1987,0
8,1911,1987,0
5,1900,1988,2002
5,1900,1989,0
4,1900,1982,0
4,1900,1971,0
4,1900,1994,0
5,1900,1970,0
5,1900,1987,0
5,1900,1988,0
5,1900,1983,0
4,1900,1979,0
4,1900,1971,2005
4,1900,1975,0
3,1900,1988,2009
3,1901,0,0
4,1900,1982,0
4,1900,1979,0
4,1900,1986,0
5,1900,1988,0
5,1900,0,0
5,1900,0,0
5,1900,0,0
5,1900,1982,0
4,1900,1976,2006
4,1900,1986,0
4,1900,1980,0
4,1900,1971,0
5,1900,1984,0
3,1901,0,0
3,1890,2012,0
3,1900,0,0
4,1900,1971,0
4,1901,2002,0
3,1901,0,0
4,1920,1986,2005
6,1929,0,0
5,1900,1985,0
15,1929,1986,0
16,1926,1987,1930
4,1900,0,0
2,1969,1989,0
9,1924,0,0
9,1917,1986,0
3,1900,0,0
4,1900,2008,2008
3,1900,2004,0
4,1900,1969,0
4,1900,1969,0
4,1900,1969,0
5,1900,1989,0
5,1900,1960,0
5,1900,0,0
5,1910,0,0
4,1900,0,0
4.5,1900,2014,0
9,1913,1986,0
4,1900,1970,2014
3,1930,0,2010
4,1900,1969,0
4,1900,1968,0
9,1924,0,0
5,1890,1988,0
5,1900,1990,0
4,1895,1970,0
4,1900,1986,0
4,1900,1981,0
4,1900,2003,0
4,1900,1975,2011
4,1900,0,0
4,1900,1986,0
4,1900,1971,0
4,1900,2005,2008
5,1900,1970,0
5,1910,1961,0
5,1900,1987,0
11,1950,0,0
5,1911,0,0
5,1900,1986,0
4,1890,1971,2007
20,1931,0,0
4,1900,2008,0
5,1901,2007,2007
4,1900,2005,1998
4,1900,1956,0
4,1900,1986,0
4,1901,0,0
4,1900,1988,0
4,1900,1973,0
4,1900,1988,2002
4,1900,1970,0
5,1900,2007,2007
5,1901,0,0
5,1900,1970,0
4,1899,0,0
4,1900,1969,0
4,1900,1976,0
4,1900,1979,0
4,1900,1985,0
4,1900,1959,0
4,1900,1988,1998
4,1900,1988,0
4,1900,1974,1998
4,1900,1980,0
4,1900,1987,0
4,1900,0,0
5,1900,0,0
5,1900,2014,2014
5,1901,0,0
4,1900,2010,2010
4,1900,0,0
4,1900,1984,0
4,1900,1988,0
4,1900,0,0
5,1900,1983,0
4,1900,1969,0
4,1900,1981,0
4,1900,1971,0
5.5,1910,0,0
7.5,1920,0,0
6,1900,0,0
6,1907,1986,0
4,1900,0,0
4,1900,1969,0
4,1900,1978,0
4,1900,1974,0
4,1900,1978,0
4,1900,0,0
4,1910,2005,0
6,1900,1971,0
5,1900,1994,0
5,1900,1987,0
5,1900,1978,0
5,1900,0,0
5,1900,2005,2005
5,1900,2006,2006
5,1900,1988,0
5,1900,1988,0
5,1900,1988,0
5,1900,0,0
5,1900,1950,0
5,1900,1984,0
12,1925,1986,0
12,1925,1982,0
4,1900,2004,1996
15,1925,1987,0
5,1900,0,0
5,1900,1985,0
5,1910,1994,0
16,1929,0,0
5,1900,1982,0
5,1900,1980,0
5,1910,1985,2010
6,1910,2010,2010
20,1931,1988,0
5,1900,1983,0
5,1900,2005,2005
5,1900,1985,2005
6,1910,1985,0
4,1900,0,0
3,1900,1988,0
4,1901,0,0
4,1900,0,0
5.09,1900,1989,0
5,1900,0,0
5,1900,1984,0
9,1900,1986,0
5,1900,1981,0
4,1930,1983,0
5,1905,1988,0
16,1927,1986,0
4,1900,1982,0
4,1910,0,0
4,1905,1966,0
16,1927,1974,0
16,1926,0,0
16.5,1927,1993,0
4,1925,1960,0
20,1937,1989,0
15,1927,1988,0
5,1904,1947,0
5,1900,0,0
4,1880,1975,0
4,1900,1947,0
4,1910,1974,2008
4,1910,1988,0
5,1910,1951,0
4,1910,0,0
5,1910,2008,0
4,1910,1968,0
4,1900,0,0
4,1910,1967,0
5,1910,1969,0
4,1910,1974,0
4,1910,2008,0
4,1910,1976,0
4,1910,1970,2005
4,1910,1976,0
4,1910,1971,0
4,1910,1979,0
4,1910,0,0
4,1910,2010,0
5,1884,0,0
4.5,1901,0,0
4,1910,1994,0
5,1910,0,0
4,1910,1970,0
5,1910,1983,0
4,1910,1940,2012
4,1910,1975,0
4,1910,1978,0
4.5,1901,0,0
4,1905,0,0
5,1910,1994,0
5,1910,1994,0
5,1910,1994,0
5,1900,1994,2005
5,1900,1994,0
0,0,0,0
4,1891,1970,2014
4,1900,1989,0
4,1900,1971,0
4,1900,1986,0
4,1900,1987,0
4,1910,0,0
4.5,1900,2014,2003
4,1900,1988,0
4,1900,2005,2005
4,1900,1966,0
4,1900,1984,0
4,1900,1988,0
4,1900,1973,0
4,1900,0,0
4,1900,1986,0
5,1920,1988,0
5,1900,1988,0
13,1913,1988,0
19,1931,1988,0
5,1910,1976,0
5,1900,0,0
4,1901,0,0
4,1900,1988,2014
4,1900,1986,0
4,1900,1972,0
4,1900,1972,0
4,1900,1986,0
4,1900,2014,2007
5,1900,1986,0
4,1915,1955,0
4,1900,1967,0
4,1900,1986,0
4,1900,1986,0
4,1900,1989,0
4,1900,1989,0
4,1900,1987,2009
4,1900,1987,0
4,1900,2006,0
6,1941,0,0
5,1900,1988,0
4,1900,0,0
4,1900,1987,0
4,1900,1986,0
5,1900,2014,0
5,1900,1985,0
4,1900,1985,0
4,1900,1986,0
4,1900,0,0
4,1901,0,0
11,1983,0,0
4,1900,1977,0
4,1900,1989,0
4,1900,1988,0
5,1900,2009,2009
4,1900,1986,0
4,1900,1969,0
5,1900,1982,2005
4,1900,1986,2005
4,1900,2007,2007
4,1899,0,0
4,1910,1969,0
4,1910,1986,0
4,1910,0,0
4,1901,0,0
4.5,1900,2013,0
4,1910,0,0
4,1901,0,0
5,1973,1973,0
12,1905,0,0
4,1930,1968,2009
4,1910,2012,0
4,1910,1987,0
4,1910,1969,2008
4,1910,1985,2007
4,1915,0,0
4,1910,1968,0
4,1910,0,0
4,1910,1956,0
4,1900,1971,0
4,1900,0,0
4,1900,0,0
4,1900,1984,0
4,1900,1986,0
4,1900,1983,0
4,1900,1978,0
4,1900,1978,0
4,1900,1978,0
4,1900,1985,0
4,1920,2005,1985
4,1910,1966,0
4,1900,0,0
4,1900,1970,0
4,1900,0,0
5,1900,2009,2009
4,1900,1965,0
4,1900,1988,0
4,1900,1980,0
23,1988,0,0
0,0,0,0
19,1971,0,0
3,1900,0,0
3,1901,0,0
3,1900,1980,0
3.5,1900,2012,0
3,1900,1969,0
4,1920,1970,0
4,1930,1970,2008
4,1930,1951,0
4,1930,1985,0
4,1920,0,0
4,1910,1998,0
4,1920,1988,0
4,1930,0,0
4,1920,1983,0
4,1930,1983,0
4,1930,1954,2005
4,1900,1987,0
4,1900,1986,0
4,1900,1985,0
4,1900,1986,0
4,1900,1985,0
4,1900,0,0
4,1930,1980,0
6,1925,1966,0
19,1941,0,0
6,1930,1985,0
7,1930,1986,0
4,1930,0,0
4,1930,1985,0
4,1930,1966,2005
4,1930,1985,0
4,1930,1967,0
4,1930,1971,0
4,1930,1967,0
4,1930,1971,0
3,1930,1957,2011
4,1930,2012,0
5.5,1920,1985,0
3,1901,0,0
3,1900,1966,0
4,1900,0,0
4,1900,0,0
4,1901,0,0
4,1900,0,0
4,1900,1982,0
4,1900,1989,0
4,1900,1968,0
4,1900,1975,0
4,1900,1968,0
9,1927,0,0
7,1960,0,0
27,1970,0,0
3,1901,0,0
4,1910,1982,0
4,1900,1949,0
4,1900,1952,0
4,1900,1984,2011
4,1900,0,0
4,1900,2005,0
4,1901,0,0
4,1900,2007,0
13,1931,1988,0
5,1900,0,0
4,1910,1984,0
29,1930,0,0
3,1901,0,0
3,1901,0,0
4,1910,1980,0
4,1900,1987,0
4,1900,1970,0
4,1910,1970,0
4,1900,1987,0
4,1900,1969,0
5,1900,1967,0
4,1900,0,0
4,1900,1966,0
4,1900,1988,0
5,1900,2008,2008
4,1900,1980,0
4,1900,1987,0
22,1972,1988,0
3,1972,0,0
6,1972,0,0
12,1911,0,0
19,1931,0,0
30,1970,0,0
3,1915,1969,0
3,1899,0,0
3,1900,1986,2010
3,1900,0,0
6,1951,1980,0
4,1900,2014,2014
3,1920,1968,0
13,1931,1988,0
5,1995,0,0
7,1915,0,0
15,1926,0,0
7,1930,1988,0
5,1985,0,0
6,1915,0,0
8,1971,0,0
3,1900,1965,0
16.5,1929,0,0
16,1965,0,0
6,1926,1983,0
8,1920,0,0
4,1900,1969,0
3,1900,1986,0
12,1910,0,0
15,1929,0,0
4,1900,1960,2011
4,1910,1984,0
4,1901,0,0
3,1910,1980,0
3,1901,0,0
5,1910,1985,0
4,1910,1986,0
3,1910,1983,0
26,1968,0,0
3,1899,2003,0
3,1899,0,0
4,1910,1986,0
4,1900,1967,0
4,1900,0,0
3,1900,1986,1999
3,1901,0,0
3,1901,0,0
3,1899,0,0
3,1900,1988,0
4,1901,0,0
4,1900,1970,0
3,1900,0,0
3,1900,1984,0
3,1899,0,0
4,1910,1969,0
4,1910,1968,0
16,1929,1988,0
3,1900,1956,0
4,1900,1988,2004
4,1900,1971,0
4,1900,0,0
3,1900,1983,0
3,1900,1966,0
3,1900,2009,0
4,1900,0,0
3,1900,1969,0
4,1910,1986,0
3,1901,0,0
3,1901,0,0
3.5,1900,1959,0
3,1901,0,0
9,1923,0,0
4,1900,1968,0
3,1900,0,0
3.5,1900,2012,2012
3,1900,2005,2005
3,1910,2012,0
4,1900,1968,0
3,1900,1949,0
4,1900,0,0
3,1900,1950,0
3,1901,0,0
3,1899,0,0
32,1969,0,0
10,1928,1983,0
3,1900,1994,0
3,1899,0,0
3,1900,2006,2004
3,1901,0,0
3,1901,0,0
3,1900,2013,0
3,1900,1974,0
3,1901,1995,0
3,1900,1950,0
3,1900,1968,0
3,1900,1969,0
3,1900,1959,0
4,1900,0,0
4,1900,1969,0
4,1900,1968,0
4,1900,2005,2005
5,1910,1968,0
5,1901,2007,0
17,1930,0,0
4,1910,1974,0
4,1910,1947,0
4,1910,1985,0
4,1910,1968,0
5,1910,1985,0
5,1910,1986,0
5,1910,1983,0
6,1964,0,0
6,1910,1986,0
15,1929,0,0
9,1913,1985,0
3,1910,2006,2015
5,1910,1960,0
3,1900,2010,2015
3,1901,0,0
3,1910,1985,0
4,1910,1982,0
4,1900,1961,0
5,1910,1985,0
5,1900,2005,0
21,1992,0,0
17,1929,0,0
5,1910,0,0
16,1927,0,0
5,1900,1990,0
15,1924,1986,0
12,1911,0,0
16,1926,0,0
16,1928,1987,0
12,1914,0,0
15,1926,1984,0
5,1900,1961,0
5,1900,1985,0
4,1900,0,0
7,1900,1961,0
0,0,0,0
8,1901,1986,0
4,1910,1986,0
4,1910,0,0
4,1910,1988,0
4,1910,1953,0
4,1910,1986,0
4,1901,0,0
4,1910,2005,2005
4,1900,1987,0
4,1900,1989,0
4,1900,1975,0
4,1900,1988,0
4,1900,1989,0
4,1900,1985,0
4,1900,1986,0
4,1900,1973,0
4,1910,1984,0
4,1910,1984,0
9,1912,1983,0
4,1900,1988,0
4,1910,1973,2003
4,1910,1971,2012
4,1910,1987,0
4,1910,1986,0
4,1910,1987,0
33,1986,0,0
13,1920,1988,0
5,1910,1959,0
11,1900,2014,2014
5,1910,2008,0
5,1910,1985,0
5,1910,1987,0
1,1900,0,0
5,1910,1984,0
5,1910,1984,0
5,1910,1969,0
5,1910,1984,0
5,1910,0,0
5,1910,1986,2005
5,1910,1983,0
5,1910,0,0
5,1910,1970,0
4,1910,1987,0
4,1900,1969,0
4,1900,1971,0
4,1900,1988,0
4,1900,0,0
4,1900,1971,0
4,1900,2015,0
4,1900,1988,0
4,1900,1982,0
4,1900,1969,0
4,1901,0,0
4,1890,1968,0
4,1900,2007,2007
5.5,1900,1984,0
10,1900,0,0
2,1900,0,1999
2,1900,0,1998
1,1910,1982,1999
5,1900,1988,0
4,1910,0,0
4,1900,0,0
4,1900,0,0
4,1900,1985,0
4,1900,1969,0
4,1900,1977,0
4,1900,0,0
4,1900,0,0
4,1900,1969,0
4,1910,1973,0
4,1900,2015,2015
4,1900,1987,0
4,1900,0,0
2,1925,0,0
9,1930,1988,0
3,1899,0,0
9,1927,0,0
5,1920,1987,0
5,1900,1985,0
5,1900,1985,0
5,1900,2011,0
5,1900,0,0
4,1900,1974,0
4,1900,1966,0
7,1920,1982,0
3,1900,0,0
4,1900,1986,0
4,1900,0,0
4,1900,1983,0
3,1900,0,0
5,1910,0,0
4,1920,1989,0
5,1900,1920,0
5,1900,0,0
5,1900,0,0
5,1900,0,0
5,1900,0,0
3,1884,1986,0
3,1900,1986,0
5,1900,2006,2002
4,1900,1970,2009
4,1900,2011,2011
4,1900,1986,0
4,1899,0,0
4,1900,0,0
4,1900,1967,0
4,1900,1986,0
4,1900,0,0
4,1900,1959,0
4,1900,1986,0
4,1900,2009,2009
3,1970,0,0
4,1900,0,0
5,1900,1983,2008
4,1900,1984,0
4,1900,1983,0
4,1900,1986,2005
5,1900,1973,0
4,1900,0,0
6,1900,1980,0
10,1926,1981,0
1,1900,0,0
4,1900,0,0
3,1900,1984,0
5,1900,0,0
6,1951,1987,0
4,1900,1990,0
4,1900,1990,2011
4,1900,1984,2005
4,1900,0,0
3,1900,1984,0
7.5,1900,1983,0
7,1900,2013,2013
4,1910,0,0
0,0,0,0
3,1901,0,0
3,1900,1987,0
4,1900,2015,2015
9,1929,0,0
5,1900,2004,0
3,1900,0,0
3,1900,1988,0
5,1900,2007,2007
4,1900,1973,0
4,1900,1973,0
4,1910,0,0
1,1900,1982,0
3,1900,1961,2006
0,0,0,0
5,1900,1983,0
5,1900,1983,0
5,1900,0,0
5,1900,0,0
5,1900,1952,0
5,1900,1971,0
5,1900,1985,0
4,1900,0,0
5,1905,1983,0
4,1900,0,0
3,1900,0,0
3,1900,0,0
6,1910,1988,0
5,1911,1984,2009
6,1911,2013,2007
5,1900,1940,0
5,1920,1989,0
11,1923,0,0
3,1900,1989,0
3,1885,1978,0
3,1900,1986,0
3,1900,1955,0
0,0,0,0
2,1955,2003,0
5,1900,0,0
4,1900,1985,0
9.5,1912,0,0
5,1880,0,0
4,1900,0,0
6,1955,0,0
5,1900,1983,0
5,1900,0,0
5,1900,1986,0
5,1900,1986,0
5,1905,1987,0
5,1907,0,0
5,1900,1966,0
9,1912,1985,0
5,1931,0,0
6,1900,1987,0
5,1987,0,0
4,1910,0,0
5,1900,1990,0
5,1900,1990,0
3,1937,0,0
3,1965,0,0
5,1900,1985,2009
6,1994,0,0
5,1900,1988,0
5,1900,1962,0
5,1900,0,0
5,1900,1972,0
5,1900,0,0
5,1900,1988,0
5,1900,0,0
4,1965,2013,0
5,1925,1985,0
5,1920,0,0
12,1931,1986,0
6,1927,1984,0
6,1950,1987,0
5,1900,1985,2012
5,1900,1997,0
5,1900,1997,0
7,1900,1986,0
4,1900,1980,0
6.5,1910,1985,0
4,1900,1974,0
4,1910,1986,2004
4,1900,1980,0
4,1900,1983,0
4,1900,1971,0
4,1900,1978,1990
4,1910,1983,0
4,1900,1971,0
4,1900,1971,0
4,1900,1971,0
4,1900,1995,1988
6,1900,1970,0
4,1900,1983,0
4,1900,1977,0
3,1900,0,0
3,1899,2012,0
4,1900,1988,2005
4,1945,2009,2009
4,1900,1980,0
3,1899,0,0
3,1899,0,0
6.5,1900,1987,0
5.5,1910,0,0
4,1900,1984,0
4,1900,0,0
16.5,1928,0,0
4,1900,0,0
15,1926,1985,0
4,1900,0,0
15.5,1925,2007,0
4,1900,0,0
17,1929,1986,0
12,1916,1983,0
15,1923,1986,0
3,1910,0,0
4,1900,2004,2004
4,1910,1989,0
4,1910,1970,0
3,1900,1972,0
3,1900,0,0
3,1900,1974,0
4,1910,0,0
12,1912,1936,0
4,1900,0,0
0,0,0,0
11,1986,0,0
16.5,1929,0,0
20,1998,0,0
3,1910,0,0
12,1914,0,0
12,1914,1987,0
15,1925,1988,0
4,1900,2011,2011
11,1920,1989,0
5,1910,2005,0
4,1900,1974,0
4,1910,0,0
4,1900,0,0
20,1931,0,0
16,1929,1985,0
4,1910,1980,0
5.5,1910,1980,0
4,1920,1989,0
3,1900,1973,0
3,1910,1985,0
4,1910,1985,0
4,1910,1985,0
3,1901,0,0
3,1910,1986,0
3,1901,2005,0
3,1910,1982,0
4,1910,1983,0
5,1910,1980,0
5,1910,1984,0
5,1910,1987,0
9,1914,0,0
9,1914,1988,0
9.5,1914,2014,0
13,1918,0,0
5,1910,0,0
5,1910,1982,0
4,1910,1962,0
4,1910,1989,0
3,1910,1987,2005
3,1887,0,0
3,1888,0,0
4,1910,1986,0
4,1910,1970,0
32,1975,1986,0
3,1910,1986,0
3,1900,1988,0
3,1906,1985,2012
3,1899,0,0
3,1899,0,0
5,1910,1969,0
3,1899,0,0
3,1899,0,0
3,1899,0,0
4,1899,0,0
3,1899,0,0
3,1900,1959,0
3,1899,0,0
3,1899,0,0
3,1899,0,0
4,1899,2007,2007
3,1899,0,0
3,1900,1993,0
5,1910,1988,0
3,1900,1985,0
3,1900,1979,0
3,1899,2001,0
3,1899,0,0
3,1899,2005,0
3,1900,1987,0
3,1900,0,0
3,1899,0,0
3,1899,0,0
3,1900,0,0
3,1900,1988,0
3,1900,0,0
3,1899,0,0
3,1899,0,0
3,1900,1987,0
3,1900,1985,2004
3,1899,0,0
3,1900,1975,0
3,1900,1983,1996
3,1900,1983,0
3,1900,1980,0
3,1910,0,0
3,1899,0,0
3,1899,0,0
3,1900,0,0
3,1900,1999,0
3,1899,0,0
0,0,0,0
3,1900,1993,0
3,1899,0,0
3,1899,2008,0
3,1899,0,0
3,1900,1986,2005
3,1899,0,0
3,1899,0,0
3,1899,2012,2014
3,1899,0,0
12,1986,2008,0
18,1965,1988,0
3,1901,0,0
3,1900,1984,0
3,1901,0,0
3,1901,0,0
3,1901,0,0
3,1901,0,0
3,1901,0,0
3,1900,2012,0
3,1901,2008,0
3,1899,0,0
3,1901,0,0
4,1910,0,0
4,1910,0,0
4,1900,1981,0
4,1900,1957,2007
4,1910,1976,0
4,1900,1986,1998
4,1910,0,0
4,1900,1984,1986
5,1910,1997,0
5,1910,1997,0
5,1910,1997,0
5,1910,1997,0
1,1910,0,0
5,1900,0,0
5,1910,0,0
5,1910,0,0
3,1901,0,0
4,1925,0,0
3,1901,0,0
3,1900,0,0
3,1901,0,0
3,1901,0,0
4,1910,0,0
4,1910,1986,0
4,1889,0,0
8,1985,0,0
18,1997,0,0
5,1892,1998,2011
4,0,2009,2014
5,1910,0,0
5,1910,1988,0
5,1910,1988,2006
0,0,0,0
13,1986,0,0
0,0,0,0
4,1912,1987,0
2,1910,0,0
6,1900,1935,0
5,1989,0,0
5,1989,0,0
6,1990,0,0
12,2005,0,0
20,1974,1986,0
19,1963,1988,0
22,1986,2012,0
11,1993,0,0
3,1910,1969,0
3,1901,0,0
3,1910,1966,0
3,1901,0,0
3,1900,1953,0
4,1900,0,0
4,1998,0,0
3,1969,1980,0
2,1969,0,0
3,1915,1986,0
4,1925,1950,0
3,1910,1961,0
3,1910,1963,0
3,1900,0,0
5,1910,2007,2007
6,1910,2007,2006
3,1910,2007,2007
3,1900,1984,0
3,1899,0,0
3,1899,0,0
4,1916,0,0
4,1910,0,0
3,1901,0,0
3,1910,1957,0
3,1910,1983,0
3,1910,1964,0
3,1910,0,0
3,1899,0,0
15,1926,0,0
29,1969,0,0
10,1940,0,0
4,1920,1985,0
4,1910,1984,0
4,1920,1985,0
4,1920,1981,0
5,1920,1981,0
4,1920,1981,0
6,1940,0,0
9,1925,0,0
29,1973,0,0
9,1925,1988,0
16,1929,1981,0
4,1910,1986,0
4,1926,0,0
3,1910,1969,0
10,1926,1984,0
26,1966,0,0
6,1936,1989,0
9,1965,1988,0
3,1899,0,0
3,1920,1967,0
3,1920,0,0
3,1899,0,0
3,1899,0,0
12,1967,0,0
3,1910,1970,0
3,1910,0,0
3,1910,1960,0
3,1969,1969,0
3,1900,1969,0
3,1900,0,0
27,1967,0,0
3,1910,1968,0
4,1910,1970,2006
4,1910,1966,0
4,1910,1983,0
4,1910,1969,0
3,1910,0,0
3,1910,0,0
3,1910,2005,0
4,1910,1968,2003
6,1936,1983,0
20,1968,0,0
6,1910,1962,0
2,1910,0,0
4,1920,1988,0
3,1901,2012,2012
4,1900,1978,2007
4,1901,2006,0
3,1900,0,0
3,1900,1999,0
3,1900,1975,2006
3,1900,1967,2004
9,1925,1982,0
10,1914,1988,0
3,1900,1972,0
4,1900,1966,0
3,1900,0,0
3,1910,1989,0
4,1901,2009,2014
3,1901,0,0
3,1901,0,0
3,1968,1966,0
3,1900,1981,0
3,1885,0,0
0,0,0,0
3,1900,1988,0
3,1900,1988,0
3,1900,1969,0
3,1910,1986,0
3,1900,1966,0
3,1900,1966,0
3,1899,0,0
3,1900,1982,0
3,1900,1987,0
3.5,1900,1980,1996
3,1900,1969,0
3,1900,1995,0
3,1899,0,0
3,1900,1978,0
3,1900,1986,0
4,1900,1988,0
4,1900,2005,1995
4,1900,1980,2004
16,1986,0,0
6,1920,0,0
5,1900,1984,0
15,1926,0,0
5,1910,1961,0
14,1967,0,0
3,1910,1988,0
3,1905,1966,0
3,1910,1950,0
3.5,1900,1985,0
3,1905,2006,2006
3,1900,1995,0
4,1910,1975,2006
6,1910,1975,2014
3,1900,1986,0
28,1971,0,0
20,1931,1985,0
3,1910,0,0
2,1932,1989,0
5,1920,0,0
5,1910,1953,2005
5,1910,1961,0
5,1900,1961,0
5,1900,1961,0
5,1910,1980,0
13,2015,1984,0
12,1904,1987,0
5,1920,1985,0
5,1910,1985,0
5,1910,0,0
5,1910,0,0
5,1910,1987,0
5,1910,1987,0
5,1910,0,0
5,1910,1987,0
5,1910,1976,0
5,1910,0,0
6,1940,0,0
0,0,0,0
5,1899,1989,0
3,1910,1985,0
8,1900,1983,0
7,1920,1965,0
5,1910,1953,0
5,1900,1961,0
13,1916,0,0
3,1910,0,0
5,1920,1990,0
10,1905,1985,0
3,1900,1989,0
5,1910,1980,0
5,1910,1988,0
5,1910,1987,0
5,1910,1987,0
5,1910,1987,0
5,1910,1987,0
5,1910,1988,0
5,1910,1985,0
5,1910,0,0
5,1910,0,0
5,1910,1982,0
5,1910,1968,0
5,1920,1985,0
5,1920,1969,0
5,1920,1988,0
3,1920,1987,0
22,1982,0,0
5,1900,1975,0
22,1987,1986,0
7,1910,1985,0
15,2004,0,0
0,0,0,0
0,0,0,0
15,1928,1985,0
9,1900,1981,0
7,1912,1979,0
5,1920,1983,0
4,1920,1985,2008
5,1900,1960,0
5,1910,1960,0
5,1900,1960,0
5,1900,1987,0
5,1920,1987,0
5,1910,1985,0
5,1900,1987,0
5,1900,1980,0
5,1900,1980,0
4,1910,1989,0
3,1900,0,0
5,1910,1988,0
5,1900,1976,0
5,1910,1986,0
5,1900,1985,0
7,1910,1985,0
19,1931,0,0
9,1920,0,0
12,1912,2007,0
5,1920,1982,0
5,1910,1985,0
2,1920,1992,0
3,1927,0,0
2,1910,0,0
4,1910,1983,2007
5,1910,0,0
5,1910,0,0
5,1910,0,0
4,1900,2008,0
4,1900,1983,2006
4,1900,1983,0
4,1900,1988,0
5,1929,1998,2006
2,1920,1984,0
17,1924,1981,0
15,1928,1983,0
4,1900,1980,0
4,1900,1973,0
17,1923,0,0
12,1913,1988,0
7,1910,0,0
3,1910,1984,0
0,0,0,0
15,1927,1965,0
5,1920,0,0
5,1920,1987,0
5,1900,0,0
5,1920,0,0
5,1940,0,0
5,1940,0,0
5,1940,0,0
5,1940,0,0
5,1900,0,0
3,1910,1988,0
6,1900,1997,0
5,1900,1985,0
2,1983,0,0
4,1932,2012,0
6,1940,1971,0
5,1910,0,0
3,1900,2005,0
12,1912,0,0
23,1985,0,0
4,1925,1984,0
3,1910,1988,0
5.5,1910,0,0
5,1920,1986,0
6,1900,1981,0
6,1900,1985,0
7,1900,1988,0
6,1910,1987,0
6,1900,0,0
5,1910,0,0
2,1910,1987,2007
15,1922,0,0
10,1914,1989,0
16,1923,1987,2010
4,1910,1980,0
4,1910,1970,2012
5,1920,1982,0
13,1915,0,0
13,1915,0,0
4.5,1900,0,0
15,1924,1985,0
5,1910,0,0
7,1901,1988,0
13,1903,1987,0
6,1910,2005,2005
5,1910,1981,0
6,1910,0,0
5,1900,0,0
6,1910,2008,0
17,1929,1977,0
19,1931,1989,0
6,1910,1988,2014
5,1910,0,0
4,1910,1980,0
12,1912,1965,0
21,1986,0,0
5,1920,1983,0
7,1907,1989,0
3,1901,1989,0
4,1910,0,0
20,1987,0,0
3,1939,0,0
12,1920,0,0
4,1900,1980,0
12,1913,1951,0
0,0,0,0
7,1916,0,0
8,1950,2000,0
7,1900,1986,0
6,1920,1989,2008
5,1915,1987,0
5,1920,1983,0
