NumFloors,YearBuilt,YearAlter1,YearAlter2
5,1920,2014,0
5,1900,0,0
7,1910,0,0
2,1900,1981,2003
6,1909,0,0
6,1920,1984,0
6,1900,1996,0
4,1900,0,0
4,1900,0,0
6,1901,1983,0
10,1925,2012,2007
10,1967,2007,2012
6,1901,0,0
8,1920,0,0
1,1920,0,0
0,0,0,0
17,1931,2014,2014
18,1987,2012,2014
2,1925,0,0
1,1950,1951,0
9,1921,0,0
1,1920,2013,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,2015,0
0,0,0,0
3,1966,2006,0
5,1999,0,0
9,1920,2012,0
9,1921,1987,0
6,1920,0,0
10,1920,1920,1987
6,1900,0,0
6,2003,2011,0
1,1920,2003,2010
5,1880,1979,0
9,1925,1985,0
1,1915,0,0
6,1920,1985,2006
12,1911,2015,2015
4,1900,2011,0
9,1936,2015,2012
2,1947,0,0
1,1900,0,0
14,2002,0,0
5,1960,1972,0
8,1911,2014,0
8,1920,1981,0
8,1911,1997,0
7,1920,2015,0
4,1920,1989,0
0,0,0,0
2,1899,0,0
2,1899,2011,0
3,1920,0,0
3,1920,0,0
6,1920,1988,2014
4,1920,1942,0
3.5,1920,1965,2005
3,1860,0,0
3,1900,1984,0
1,1954,2012,0
3,1860,0,0
6,1920,2004,0
5,1920,1986,2014
0,0,0,0
4,1920,0,0
5,1975,2014,0
1,1930,0,0
11,1892,1987,0
6,1920,1982,0
12,2015,0,0
2,1930,0,0
2,1955,2012,1930
3,1899,0,0
3,1900,1959,0
3,1823,0,0
1,1821,0,0
3,1940,0,0
3,1899,0,0
3,1910,1959,0
0,0,0,0
3,1910,0,0
3,1910,0,0
3,1899,0,0
2.5,1899,0,0
3,1930,1967,0
1,1920,2011,0
3,1920,2011,0
4,1900,0,0
4,1915,1984,0
6,1920,1984,0
0,0,0,0
3,1920,0,0
3,1910,0,0
5,1900,1989,0
5,1900,0,0
4,1920,0,0
3,1920,0,0
3,1915,0,0
3,1910,0,0
3,1910,0,0
3,1910,0,0
3,1899,0,0
3,1899,0,0
3,1899,2006,0
3,1899,2008,0
2,1899,2005,0
3,1899,0,0
3,1899,0,0
4,1900,2008,0
4,1915,0,0
4,1855,0,0
2,1899,0,0
2,1899,0,0
4,1900,0,0
4,1920,0,0
7,1930,0,0
4,1957,1967,0
3,1910,0,0
3,1910,0,0
3,1910,0,0
3,1946,0,0
3,1910,0,0
0,0,0,0
3,1910,0,0
3,1900,0,0
3,1899,0,0
3,1899,0,0
3,1910,0,0
3,1910,0,0
3,1910,2009,0
3,1910,0,0
3,1910,0,0
0,0,0,0
3,1910,0,0
3,1910,0,0
3,1899,0,0
3,1910,0,0
3,1915,0,0
3,1915,0,0
3,1899,0,0
3,1915,1969,0
3,1915,0,0
3,1910,0,0
3,1910,1960,0
3,1910,0,0
3,1910,0,0
3,1899,0,0
4,1920,1982,0
0,0,0,0
3,1915,1988,0
2,1899,0,0
6,1959,1985,0
3,1910,0,0
3,1910,0,0
3,1910,0,0
4,1910,0,0
4,1910,2014,0
3,1910,1985,0
4,1915,1986,0
3.5,1899,2003,0
6,1900,0,0
3,1915,1987,0
4,1910,1985,0
2,1899,0,0
4,1900,0,0
3,1899,0,0
4,1910,1987,2013
2,1899,0,0
4,1925,0,0
3,1910,1996,2012
4,1910,1910,0
13,1941,0,0
17,2013,0,0
6,1910,1986,0
3,1930,1989,0
5,1899,2004,2004
3,1899,0,0
4,1899,2014,0
4,1920,1948,0
4,1920,0,0
4,1899,2009,0
4,1800,0,0
3,1880,1987,0
6,1910,1967,0
3,1900,1982,0
4,1900,0,0
3,1910,0,0
7,1930,1984,0
3,1910,1986,2003
4,1899,1991,1991
2,1899,2014,0
6,1910,1989,2013
3,1920,0,0
21,1961,1989,0
3,1899,0,0
6,1918,1985,0
4,1930,0,0
4,1930,1986,0
4,1899,0,0
4,1930,1986,0
6,1900,1987,0
3,1920,0,0
3,1910,1992,0
3,1899,2005,0
3,1899,2008,2008
4,1899,0,0
6,1922,1989,0
19,1961,1961,0
3,1910,0,0
3,1910,0,0
3,1899,0,0
5,1930,0,0
20,1961,1986,0
12,1912,1968,0
0,0,0,0
0,0,0,0
5,1900,1986,0
7,1912,1956,0
16,1930,0,0
5,1910,0,0
10,1920,1987,2012
3,1910,1983,2012
5,1920,1967,0
4,1920,1962,0
4,1910,0,0
4,1910,0,0
4,1915,1986,0
1,1940,1986,0
3,1910,0,0
3,1910,0,0
3,1910,1987,2011
16,1961,1988,0
7,1928,1986,0
2,1901,0,0
3,1900,1985,0
6,1910,1988,0
3,1890,1989,0
3,1890,1989,0
2,1910,1987,0
3,1900,1988,2011
3,1899,0,0
3,1899,2009,0
3,1899,0,0
4,1899,0,0
3,1910,1985,0
2,1899,0,0
3,1915,0,0
3,1910,1980,0
3,1900,0,0
12,1912,0,0
7,1930,0,0
1,1915,1987,0
4,1910,0,0
3.5,1920,1987,0
2,1900,1986,0
3,1900,1987,0
3,1910,0,0
3,1839,0,0
3,1905,2005,0
3,1905,2005,0
3,1900,1986,0
5,1900,0,0
6,1900,2012,0
6,1900,0,0
5,1901,0,0
5,1926,1988,0
5,1910,0,0
5,1910,0,0
5,1900,1965,0
5,1900,0,0
3,1920,0,0
3,1910,1986,2011
3,1910,0,0
5,1920,0,0
5,1920,0,0
1,1920,1986,0
16,1931,0,0
5,1940,0,0
3,1920,1985,0
3,1899,0,0
6,1900,0,0
3,1915,0,0
3,1900,0,0
4,1916,1988,0
17,1931,1931,0
4,1910,0,0
5,1910,2004,2004
5,1900,0,0
4,1920,0,0
4,1920,2005,0
3,1910,0,0
3,1920,1984,0
3,1915,1997,2009
3,1910,2009,0
3,1910,2010,2010
4,1920,0,0
3,1900,1987,0
3,1915,1973,2008
3,1899,0,0
2,1899,0,0
3,1940,1984,0
3,1900,1986,2009
3,1910,0,0
2,1996,2011,0
6,1900,1986,0
6,1900,1987,0
5,1926,1988,0
3,1910,1978,0
5,1910,1980,0
5,1900,1988,2012
2,1905,1957,0
3,1905,0,0
1,1905,2010,0
0,0,0,0
7,2015,0,0
3,1910,0,2009
4,1915,1985,0
2,1899,0,0
6,1910,1972,0
3,1920,0,0
3,1899,2014,2009
4,1900,0,0
6,1905,1985,0
4,1920,2009,2009
6,1910,1985,0
3,1910,2009,0
4,1940,1985,2007
3,1910,0,0
15,1961,2013,2013
6,1900,0,0
3,1880,2008,0
6,1920,1986,0
6,1900,1985,0
3,1920,2005,2005
4,1910,0,0
3,1930,0,0
3,1915,1987,0
5,1901,1985,0
3,1900,1983,0
5,1900,1986,0
5,1910,1988,0
3,1899,0,0
3,1910,2001,2001
3,1900,1988,0
3,1899,0,0
3,1899,0,0
3,1900,2014,2005
5,1900,1986,0
3,1981,0,0
5,1900,2003,0
6,1914,0,0
3,1899,2008,0
3,1900,0,0
3,1875,2013,0
3,1900,0,0
3,1900,2014,0
3,1910,0,0
2,1899,0,0
3,1890,1989,2002
0,0,0,0
6,1940,0,0
3,1910,0,0
3,1899,2011,0
2,1899,0,0
3,1915,1985,0
3,1899,0,0
5,1940,0,0
5,1915,0,0
5,1910,0,0
5,1900,0,0
5,1940,0,0
5,1900,0,0
5,1900,0,0
4,1900,0,0
4,1910,0,0
4,1900,1985,0
5,1987,0,0
6,1910,1910,0
6,1905,0,0
18,1964,0,0
5,1900,0,0
3,1920,0,0
3,1910,0,0
3,1910,0,0
3,1910,0,0
3,1910,0,0
3,1899,2008,0
3,1899,2008,2008
3,1915,1987,0
3,1899,0,0
2,1899,0,0
3,1910,0,0
3,1900,1988,0
3,1910,0,0
2,1899,0,0
4,1901,0,0
2,1920,0,0
3,1915,1986,1996
2,1899,0,0
4,1900,1986,0
4,1920,0,0
4,1950,0,0
3,1910,0,0
2,1899,2010,0
3,1910,2012,0
3,1899,0,0
3,1910,1978,0
5,1946,1986,0
3,1900,1990,0
4,1910,1986,0
4,1915,1987,0
6,1910,1986,0
3,1980,2005,0
5,1910,1985,0
5,1910,1984,0
6,1910,1987,2012
2,1899,2010,0
3,1910,1975,0
3.5,1899,0,0
3,1910,1986,2013
1,1915,0,0
0,0,0,0
4,1900,1986,0
4,1901,0,0
2,1915,0,0
1,1920,0,0
2,1920,0,0
4,1930,0,0
5,1910,1986,0
3,1899,2012,0
3,1920,2006,2007
3,1899,2006,2006
3,1910,1987,0
2,1899,0,0
5,1900,1984,0
6,1900,0,0
2,1899,0,0
2,1899,0,0
2,1899,2007,0
2,1899,0,0
3,1915,0,0
2,1899,0,0
3,1910,0,0
3,1915,1988,0
3,1899,2005,0
3,1910,0,0
2,1899,0,0
3,1915,1962,0
3,1915,0,0
3,1900,0,0
6,1916,1963,0
4,1890,2009,0
3,1899,2012,0
6,1915,0,0
2,1899,0,0
2,1899,0,0
4,1916,1988,0
6,1915,0,0
3,1899,2014,0
2,1910,0,0
3,1899,2014,0
5,1915,0,0
5,1915,0,0
3,1899,0,0
5,1915,0,0
2,1899,0,0
3,1899,2008,0
3,1899,0,0
2.5,1899,0,0
5,1910,2006,0
5,1910,0,0
5,1910,0,0
5,1915,0,0
5,1915,1989,0
6,1926,0,0
3,1900,0,0
6,1920,0,0
6,1900,0,0
2,1899,0,0
5,1910,2002,0
3,1920,1920,0
3,1910,0,0
2.5,1915,1986,0
3,1915,1968,0
3,1899,2011,0
2.5,1910,2003,0
3,1915,1998,0
3,1915,0,0
3,1915,1996,0
3,1910,0,0
4,1910,0,0
3,1899,0,0
3,1899,2008,0
3.5,1910,2008,0
3,1899,0,0
3,1910,0,0
3,1915,2008,2008
3,1899,0,0
3.5,1910,0,2011
3,1899,0,0
3,1899,0,0
3,1899,0,0
3,1910,2000,0
3,1899,0,0
3,1910,0,0
4,1920,0,0
6,1930,1987,0
3,1910,1988,0
3,1910,1987,0
4,1915,1986,2006
3,1910,1986,2008
5,1915,1987,2011
4,1910,1986,0
4,1910,1987,0
4,1910,1985,2013
3,1899,0,0
3,1920,0,0
3,1915,2010,0
5,1910,0,0
6,1915,0,0
3.5,1916,1989,0
5,1919,0,0
5,1910,0,0
3,1899,0,0
3,1910,2001,0
3,1910,0,0
3,1915,0,0
2,1830,0,0
5,1910,0,0
2,1910,1987,2009
5,1946,0,0
5,1900,1966,0
3,1899,2012,0
3,1843,1986,0
3,1899,0,0
6,1910,0,0
3,1910,1990,0
3,1910,0,0
6,1900,0,0
3,1899,2011,0
4,1843,2011,0
3,1899,0,0
3,1899,0,0
6,1920,1988,0
5,1900,0,0
5,1901,1988,0
6,1900,0,0
3,1920,2011,0
6,1910,1987,0
3,1899,2013,0
3,1899,2005,0
5,1915,0,0
5,1915,1986,2003
5,1910,1985,0
5,1890,0,0
4,1899,0,0
5,1915,0,0
17,1962,1984,0
3,1910,0,0
17,1960,1981,0
6,1927,1986,0
5,1926,0,0
4,1910,0,0
2,1922,0,0
4,1915,0,0
4,1926,0,0
5,1910,1988,2003
5,1926,1988,0
3,1910,0,0
1,1977,2012,0
4,1900,0,0
4,1910,0,0
4,1900,0,0
0,0,0,0
3,1900,0,0
3,1900,0,0
3,1910,2008,0
4,1927,0,0
4,1899,0,0
17,1962,1929,0
0,0,0,0
6,1930,1988,0
3,1930,1988,1996
3,1910,2013,0
3,1910,0,0
3,1910,1988,0
3,1905,1987,0
4,1910,1987,0
4,1899,2010,0
4,1900,2009,2009
5,1890,1988,2013
3,1915,1987,0
4,1900,0,0
2.5,1910,1987,0
5,1900,0,0
6,1928,0,0
5,1925,1984,2013
6,1964,1985,2013
3,1930,1986,1990
5,1930,2007,2007
5,1900,0,0
5,1900,1986,0
2,1920,1987,0
4,1910,1987,2013
4,1910,1985,2006
5,1900,1985,0
5,1926,2012,2012
5,1900,2005,0
5,1920,1987,0
8,1916,1982,0
5,1915,0,0
5,1910,1982,0
6,1969,0,0
5,1910,0,0
5,1901,1983,0
20,1931,1988,0
4,1931,1985,0
7,1962,2003,0
6,1900,1985,0
6,1910,0,0
4,1915,0,0
3,1899,2006,0
4,1900,0,0
3,1899,0,0
6,1940,1987,0
4,1915,0,0
3,1920,0,0
4,1900,1987,0
5,1900,0,0
3,1900,0,0
6,1904,0,0
3,1900,2012,0
5,1899,2013,0
4,1905,0,0
3,1910,1987,0
0,0,0,0
15,1987,1986,0
4,1890,0,0
5,1910,0,0
11,2008,0,0
6,1948,0,0
3,1910,0,0
3,1901,0,0
4,1905,0,0
4,1900,2005,0
3,1900,2005,0
2,1901,0,0
5,1920,1987,0
6,1901,1988,0
6,1901,1987,0
6,1905,1980,0
3,1899,2005,0
3,1899,0,0
3,1905,0,0
4,1905,0,0
3,1905,1970,2009
3,1905,1983,2011
5,1925,0,0
6,1930,1983,0
16,1930,1989,0
4,1900,1973,0
6,1905,1987,0
5,1901,1986,0
5,1901,0,0
6,1910,1987,0
6,1910,1986,0
3,1940,1984,0
3,1905,1985,0
3,1900,1987,0
3,1901,0,0
3,1901,0,0
3,1901,0,0
3,1900,1986,0
6,1910,1987,0
3,1940,0,0
3,1905,1986,0
4,1901,1985,2008
5,1901,1986,0
5,1901,1986,0
5,1910,1985,0
5,1901,1986,0
5,1905,0,0
5,1905,1987,0
2,1932,1984,0
3,1920,2008,0
3,1900,0,0
3,1900,0,0
6,1905,1986,0
6,1905,1987,0
6,1910,1986,0
6,1910,1985,0
7,1904,0,0
6,1900,0,0
5,1950,1986,0
4,1905,0,0
5,1901,1986,2010
5,1920,0,0
3,1900,0,0
7,1962,1987,0
2,1969,0,0
5,1920,0,0
4,1910,1952,1981
6,1920,1976,1987
3,1900,0,0
3,1901,0,0
3,1901,0,0
3,1901,0,0
4,1910,0,0
3,1901,0,0
3,1899,2012,2014
4,1899,2008,0
3,1899,0,0
5,1900,1960,0
6,1900,1983,0
5,1900,1987,0
5,1900,1978,0
6,1900,1982,2004
5,1901,1986,0
3,1899,2013,0
3,1899,2010,0
3,1899,2015,0
4,1910,1985,0
5,1920,1969,0
5,1900,1966,0
5,1900,0,0
5,1920,1988,0
3,1901,1989,0
3,1905,2008,1984
6,1921,1983,0
6,1905,1981,0
6,1920,1988,0
6,1905,1983,0
6,1920,1974,1978
7,1998,0,0
5,1893,0,0
1,1950,0,0
2,1920,1982,0
4,1905,1986,0
4,1852,2015,0
5,1905,1985,2009
5,1920,1963,0
3,1847,1985,2004
5,1901,1973,1984
6,1930,1985,0
4,1920,0,0
4,1901,2005,0
4,1905,2005,0
5,1900,1988,0
3,1910,0,0
5,1901,1986,0
5,1901,1983,0
5,1901,0,0
5,1910,1985,2015
5,1905,2012,2008
5,1910,1986,2005
5,1910,1966,0
5,1900,1979,0
5,1901,0,0
3,1905,0,0
5,1910,1988,0
3,1905,1979,0
3,1899,0,0
3,1905,1988,2008
4,1910,1986,0
4,1905,1978,0
4,1910,1987,0
3,1899,0,0
3,1899,2013,0
3,1899,0,0
3,1905,1978,2009
5,1880,1983,0
3,1899,0,0
3,1899,0,0
3,1880,1983,0
2,1920,0,0
4,1910,2008,0
3,1905,0,0
3,1899,0,0
3,1905,1959,2005
3,1899,1999,0
3,1905,1989,1994
3,1905,1960,2010
3,1905,0,0
3,1905,1984,0
3,1905,1987,0
3,1910,1987,0
3,1905,0,0
4,1905,1984,0
3,1910,0,0
3,1899,0,0
4,1899,2005,0
5,2002,0,0
5,1905,0,0
6,1914,1960,2006
4,1949,1987,0
4,1900,1988,0
3,1901,0,0
3,1899,0,0
5,1910,0,0
3,1901,1987,0
4,1910,0,0
5,1910,0,0
4,1910,2012,0
3,1901,0,0
3,1899,0,0
3,1860,2005,0
4,1905,0,0
3,1901,0,0
3,1900,0,0
5,1901,1961,0
5,1910,1985,0
5,1900,0,0
4,1899,0,0
4,1899,0,0
4,1899,2013,0
4,1899,0,0
4,1899,0,0
5,1905,1990,0
4,1899,0,0
3,1899,0,0
6,1905,0,0
3,1905,2012,0
3.5,1905,1989,2009
4,1915,1976,0
6,1915,1990,0
5,1901,1957,0
4,1920,0,0
4,1910,1989,2005
3,1899,2005,0
4,1900,2015,0
5,1905,1989,2007
3,1899,0,0
6,1930,1988,0
2.5,1905,0,0
6,1905,0,0
5,1900,1963,0
3,1899,0,0
3,1905,0,0
3,1925,0,0
6,1900,1974,0
5,1910,1972,0
5,1901,0,0
3,1899,2013,0
3,1899,0,0
4,1899,2005,0
3,1901,0,0
3,1901,2005,0
1,1945,0,0
4,1910,1961,0
4,1899,0,0
4,1899,2010,0
4,1910,1987,0
4,1900,1987,0
4,1901,0,0
4,1910,1983,0
6,1910,0,0
2.5,1910,0,0
2.5,1899,2009,0
3,1899,0,0
4,1910,2015,0
3.5,1910,1967,0
3,1899,0,0
3.5,1910,0,0
3,1899,0,0
3,1910,0,0
4,1910,2005,0
3,1899,2005,0
6,1910,0,0
3,1899,0,0
3,1899,2013,0
3,1899,0,0
3,1910,2009,0
3,1899,2002,0
3,1899,0,0
3,1899,0,0
4,1910,0,0
4,1910,0,0
4,1910,2009,0
5,1910,1988,2003
4,1910,0,0
3,1900,1980,0
6,1910,0,0
5,1910,1962,0
5,1910,0,0
4,1899,0,0
6,1920,0,0
4,1899,0,0
7,1968,1988,2014
4,1915,1984,0
5,1900,1987,0
5,1930,0,0
4,1905,2005,0
5,1901,1957,0
5,1901,0,0
5,1915,0,0
0,0,0,0
5,1920,0,0
6,1930,1987,0
6,1920,1987,0
6,1965,1988,0
4,1915,1987,0
4,1920,1968,0
5,1905,1984,0
3,1849,2007,0
5,1910,1986,0
6,1905,1989,0
3,1899,2005,0
3,1899,2005,0
2,1899,2009,0
5,1901,1986,0
6,1910,1986,2012
0,0,0,0
6,1981,1981,0
4,1983,0,0
17,1910,0,0
6,1939,0,0
7,1906,0,0
6,1920,0,0
4,1910,0,0
3,1905,0,0
3,1899,0,0
3,1899,0,0
3,1899,2013,0
3,1910,0,0
4,1900,1987,0
4,1900,1985,0
4,1928,1975,0
6,1900,1985,0
4,1910,1985,0
3,1899,0,0
3,1910,1975,2013
3,1899,0,0
3,1899,0,0
3,1899,2009,0
3,1910,2005,0
3,1899,2008,0
6,1900,1972,1987
4,1940,1985,0
3,1910,1987,0
3,1899,1996,0
2,1899,0,0
2,1899,0,0
3,1905,1982,0
2,1899,0,0
3,1899,2006,0
0,0,0,0
0,0,0,0
3,1920,0,0
3,1900,2000,2013
3,1845,0,0
3,1920,0,0
3,1920,2015,0
3,1901,2013,0
5,1901,0,0
3,1905,0,0
3,1920,1986,0
3,1841,0,0
3,1841,0,0
5,1900,1987,0
4,1905,1987,0
3,1900,0,0
4,1910,1957,0
4,1910,1957,0
4,1910,0,0
4,1901,1982,0
17,1930,1986,0
4,1901,0,0
4,1947,0,0
4,1913,1978,0
2,1899,0,0
3,1899,0,0
2,1899,0,0
2,1899,0,0
19,1963,0,0
4,1920,1987,0
4,1900,0,0
4,1900,0,0
4,1905,1986,0
4.5,1900,0,0
4,1900,1987,0
6,1910,1985,0
3,1930,0,0
3,1848,2015,0
3,1899,2015,0
5,1910,0,0
5,1910,0,0
5,1910,0,0
3,1910,1967,0
6,1904,0,0
6,1910,1988,0
5,1900,2004,0
5,1900,1986,0
3,1901,0,0
3,1901,0,0
3,1900,1985,0
4,1915,0,0
5,1915,0,0
5,1900,1985,0
4,1901,1987,0
4,1901,1964,0
5,1915,0,0
3,1910,2010,0
2,1899,2010,0
3,1899,2004,0
5,2005,0,0
5,1910,1987,0
5,1910,0,0
4,1910,0,0
4,1910,0,0
4,1910,0,0
4,1950,0,0
5,1910,0,0
3,1899,0,0
4,1899,0,0
4,1899,0,0
4,1899,0,0
4,1899,2015,0
4,1929,1979,0
3,1905,1985,0
1,1920,0,0
9,1930,1986,0
4,1999,0,0
3,1910,2002,0
4,1905,2004,0
6,1913,2005,2011
13,2003,0,0
6,1900,2005,0
5,1910,1964,2005
4,1910,1985,0
6,1910,2005,2011
4,1900,0,0
2,1910,0,0
4,1900,0,0
5,1920,0,0
5,1910,1988,0
5,1920,1989,0
5,1901,1986,2009
4,1910,1983,0
4,1910,0,0
6,1910,1985,0
6,1905,0,0
4,1910,2011,0
4,1910,0,0
5,1910,0,0
5,1910,0,0
4,1905,1971,0
3,1901,0,0
6,1964,0,0
5,1925,1962,0
5,1946,0,0
7,1907,0,0
16,1910,0,0
7,1920,0,0
6,1920,0,0
7,2006,0,0
5,1926,1987,2008
5,1919,1985,0
3.5,1913,0,0
4,1899,0,0
4,1899,0,0
4,1900,1986,0
5,1910,0,0
5,1910,0,0
4,2003,0,0
5,1920,1985,0
5,1880,1979,0
2,1900,0,0
1,1900,1986,0
3,1900,0,0
3,1900,1987,0
0,0,0,0
3,1989,0,0
3,1989,0,0
3,1989,0,0
5,1910,1975,0
3,1989,0,0
3,1989,0,0
6,1911,0,0
2,1923,1988,0
3,1901,0,0
4,1911,1980,0
0,0,0,0
4,1920,1982,1982
3,1989,0,0
0,0,0,0
3,1989,0,0
4,1989,0,0
5,1915,0,0
6,1988,0,0
0,0,0,0
12,1895,1979,2014
3,1910,1986,0
3,1899,0,0
3,1899,2008,0
5,1875,0,0
5,1910,0,0
1,1900,2007,0
2,1899,0,0
3,1920,2008,0
4,1910,0,0
8,1979,0,0
1,1980,0,0
3,1899,0,0
2,1956,1982,0
3,1910,2005,0
3.5,1910,0,0
3,1910,1986,0
4,1910,1978,2009
5,1888,1986,0
3,1911,0,0
6,1910,0,0
21,1987,0,0
0,0,0,0
3,1945,0,0
3,1945,0,0
3,1945,0,0
4,1922,1979,0
10,1930,1976,0
4,1910,1983,2013
3,1899,0,0
6,1896,1986,0
1,1900,0,0
2,1899,0,0
6,1915,1976,0
4,1911,1988,0
5,1911,0,0
3,1950,0,0
5,1910,1983,2015
5,1911,1984,0
4,1910,1961,0
2,1910,0,0
4,1900,1980,0
4,1900,1980,2005
4,1901,0,0
5,1910,0,0
11,1990,0,0
5,1900,2014,0
5,1900,0,0
5,1905,1989,0
3,1900,1960,0
4,1920,1978,0
6,1910,1986,0
3,1842,0,0
3,1899,0,0
4,1920,1983,0
4,1931,1986,0
6,1910,1962,2008
7,1905,1980,1985
5,1900,1983,0
1,1946,1984,1999
1,1946,1981,2001
3,1899,0,0
4,1900,0,0
2,1940,1979,0
6,1900,1986,0
2.5,1905,0,0
3,1905,0,0
3,1899,0,0
1,1946,1984,0
3,1899,0,0
3,1905,0,0
3,1899,2005,0
3,1930,2008,0
3,1899,2010,0
3,1910,0,0
3,1899,0,0
4,1905,1982,0
3,1910,0,0
4,1905,0,0
3,1901,0,0
3,1940,1985,0
3,1901,0,0
6,1901,0,0
6,1900,1989,0
6,2006,0,0
3.5,1941,1989,0
3,1901,2009,0
0,0,0,0
3,1937,0,0
3,1899,0,0
3.5,1899,2008,0
3,1899,0,0
3,1899,0,0
3,1899,0,0
1,1936,1980,0
4,1910,1982,0
3,1920,0,0
6,1957,1986,0
6,1956,1984,0
4,1910,1982,0
3,1929,2015,0
3,1910,0,0
5,1910,1988,0
5,1900,0,0
4,1911,0,0
4,1911,1956,0
3.5,1905,1987,2003
6,1965,1982,0
3,1899,2004,0
3,1905,2005,2015
6,1910,1985,0
3,1899,0,0
4,1905,2008,2008
3,1930,2006,0
3,1899,2005,0
2,1899,0,0
2,1899,0,0
2,1899,0,0
5,1930,0,0
3,1910,1961,0
4,1900,0,0
5,1911,1978,0
4,1900,0,0
2.5,1910,0,0
3,1899,2009,0
3,1899,0,0
3,1899,0,0
2,1920,2008,0
1,1910,0,0
3,1899,0,0
3,1905,0,0
3,1899,0,0
3,1899,0,0
5,1910,2005,0
2,1910,0,0
3,1899,0,0
3,1899,0,0
3,1939,0,0
2,1899,2005,0
6,1950,1986,0
3,1905,0,0
3,1899,2005,0
3,1899,0,0
4,1910,0,0
4.5,1900,2007,0
5,1901,1988,0
5,1901,0,0
5,1901,0,0
4,1930,1978,0
3,1899,0,0
6,1930,0,0
5,1911,0,0
4,1899,0,0
0,0,0,0
1,1940,0,0
5,1910,1984,0
2,1900,1988,0
3,1910,1988,2009
4,1900,1984,0
5,1910,1962,0
5,1910,0,0
7,1964,1986,0
1,1946,0,0
3,1920,1971,0
3,1910,0,0
3,1899,0,0
2,1900,2014,0
3,1900,0,0
3,1900,1988,0
3.5,1900,0,0
6,1998,0,0
5,1950,2008,2008
0,0,0,0
4,1910,2000,2000
5,1975,0,0
0,0,0,0
15,1997,0,0
5,1900,1985,0
16,1938,1988,2011
3,1901,2008,0
2,1901,0,0
3,1901,0,0
1,1900,0,0
3,1920,0,0
5,1975,0,0
5,1973,0,0
2,1979,1978,0
3,1901,2008,0
3.5,1901,2004,0
10,2005,0,0
4,1900,1988,2013
4,1905,1988,0
3,1905,0,0
5,1974,0,0
6,1911,1985,0
6,1987,0,0
8,1913,1986,0
13,1987,0,0
10,2000,0,0
15,2001,0,0
16,2004,0,0
8,2005,0,0
12,2006,0,0
8,1905,1987,2006
4,1930,1982,0
7,1920,1981,0
5,1939,0,0
11,1988,0,0
10,1999,0,0
13,1926,0,0
7,1939,1979,0
11,2003,0,0
2,1921,2014,0
5,1911,1962,0
5,1905,0,0
3,1905,0,0
1,1920,0,0
5,1915,0,0
6,1925,1987,0
4,1899,2015,0
4,1910,2009,0
4,1905,2010,2005
3,1899,0,0
3,1910,0,0
3,1905,0,0
5,1900,0,0
4,1920,1989,0
5,1920,1983,0
4,1905,0,0
4,1905,0,0
3,1899,0,0
3,1899,0,0
2,1899,0,0
4,1915,1989,0
3,1900,1989,0
3,1900,2005,0
15,2007,0,0
0,0,0,0
4,1900,0,0
6,1930,1980,0
9,1996,0,0
3,1948,1986,2008
3,1901,2005,0
3,1905,0,0
3,1899,2011,2013
5,1900,0,0
3,1899,0,0
3,1899,0,0
3,1899,0,0
3,1900,1986,2009
3,1899,0,0
3,1905,1973,2004
7,1900,1976,0
3,1948,1989,2011
3,1899,0,0
3,1899,2010,0
3,1899,2014,0
5,1900,1952,0
3,1900,1982,0
3,1910,2013,0
2,1910,1970,0
5,1910,1985,0
11,1998,0,0
7,2007,0,0
9,2007,0,0
5,1908,1988,2009
8,1987,0,0
6,1900,1987,0
3,1910,2003,0
3,1910,2003,2003
5,1920,1970,0
5,1920,0,0
5,1915,0,0
5,1915,0,0
5,1915,0,0
5,1901,1986,0
4,1905,1987,0
4,1900,2010,0
3,1905,1966,0
2,1899,0,0
3,1920,1983,0
6,1910,1968,0
3,1925,1971,0
2,1899,0,0
3,1901,2010,0
3,1899,0,0
3,1899,2013,0
2,1899,0,0
4,1899,0,0
2,1910,2007,2007
1,1910,1994,0
3,1888,2008,0
6,1900,0,0
11,1997,0,0
10,1930,2011,1995
6,1925,1985,0
6,1910,1984,0
4,1920,1986,0
1,1920,0,0
2,1905,2014,0
2,1941,2004,0
4,1900,1981,0
5,1925,1950,0
2,1899,0,0
3,1899,0,0
3,1905,0,0
2,1899,0,0
3,1900,1984,0
4,1901,2013,0
4,1910,2009,2008
2,1899,0,0
3,1910,0,0
2,1949,0,0
9,2011,0,0
4,2011,0,0
3,1920,1945,2013
2,1940,0,0
2,1940,0,0
2,1940,0,0
2,1920,1945,2007
2,1940,0,0
2,1920,2002,0
6,1908,2012,0
1,1920,0,0
3,1899,0,0
3,1899,0,0
4,1900,2006,0
3,1899,0,0
3,1899,2008,0
5,1910,2005,2015
3,1900,0,0
2,1940,2015,0
0,1929,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
19,2006,0,0
0,0,0,0
3,1910,2013,0
3,1900,2003,0
6,2013,0,0
3,1901,2014,0
3,1900,0,0
5,2008,0,0
2,1910,1988,0
5,2010,0,0
4,1920,2010,2010
5,1920,2015,0
5,2008,0,0
2,1900,2004,2014
3,1900,0,0
3,1936,2010,2010
5,1920,0,0
10,2014,2011,0
5,1900,1984,2015
6,1908,0,0
6,1900,1964,0
6,1900,1929,2001
3,1900,0,0
4,1920,2003,2003
